Feature,Block,Universe,Availability,Source,TemporalRule,Direction,Notes,PresentInTeamStore,PresentInHistoricalMatchups,PresentInStage2Matchups,InAnyCandidateSet,TargetDerivedPrior,RequiresFoldFittedPreprocessing
compact__neutral_games,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__neutral_margin_mean,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__neutral_margin_std,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__neutral_win_pct,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__overtime_periods_mean,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__overtime_rate,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__points_against_mean,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__points_for_mean,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__pythag_exp10p0,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__pythag_exp11p5,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__pythag_exp13p91,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__pythag_exp8p0,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__pythag_residual_exp10p0,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__pythag_residual_exp11p5,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__pythag_residual_exp13p91,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__pythag_residual_exp8p0,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__rest_days_mean,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__rest_days_std,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__upside_tail_mean,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__win_pct,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__win_slope,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
compact__wins,compact_performance,compact,common,team_game_compact_long + team_season_snapshot_base,same-season regular season through DayNum 132,higher_or_lower_by_definition,,True,False,False,False,False,True
diff__compact__away_games,compact_performance,compact,common,compact__away_games,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__away_margin_mean,compact_performance,compact,common,compact__away_margin_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__away_margin_std,compact_performance,compact,common,compact__away_margin_std,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__away_win_pct,compact_performance,compact,common,compact__away_win_pct,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__blowout_loss10_rate,compact_performance,compact,common,compact__blowout_loss10_rate,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__blowout_loss20_rate,compact_performance,compact,common,compact__blowout_loss20_rate,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__blowout_win10_rate,compact_performance,compact,common,compact__blowout_win10_rate,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__blowout_win20_rate,compact_performance,compact,common,compact__blowout_win20_rate,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__close3_games,compact_performance,compact,common,compact__close3_games,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__close3_win_pct,compact_performance,compact,common,compact__close3_win_pct,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__close3_wins,compact_performance,compact,common,compact__close3_wins,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__close5_games,compact_performance,compact,common,compact__close5_games,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__close5_win_pct,compact_performance,compact,common,compact__close5_win_pct,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__close5_wins,compact_performance,compact,common,compact__close5_wins,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__day110plus_games,compact_performance,compact,common,compact__day110plus_games,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__day110plus_margin_mean,compact_performance,compact,common,compact__day110plus_margin_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__day110plus_win_pct,compact_performance,compact,common,compact__day110plus_win_pct,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__day120plus_games,compact_performance,compact,common,compact__day120plus_games,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__compact__day120plus_margin_mean,compact_performance,compact,common,compact__day120plus_margin_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
